network,ip_start,ip_end,region,university
118.229.0.0/21,118.229.0.0,118.229.95.255,北京市,清华大学教师宿舍区
118.228.224.0/20,118.228.160.0,118.228.239.255,北京市,林业大学
118.228.208.0/20,118.228.160.0,118.228.239.255,北京市,林业大学
118.228.160.0/19,118.228.160.0,118.228.239.255,北京市,林业大学
118.203.208.0/20,118.203.200.0,118.203.223.255,黑龙江省哈尔滨市,哈尔滨德强商学院
118.203.200.0/21,118.203.200.0,118.203.223.255,黑龙江省哈尔滨市,哈尔滨德强商学院
118.203.192.0/22,118.203.192.0,118.203.195.255,黑龙江省哈尔滨市,哈尔滨商业大学光霎学院
118.203.160.0/20,118.203.152.0,118.203.175.255,黑龙江省佳木斯市,佳木斯大学
118.203.152.0/21,118.203.152.0,118.203.175.255,黑龙江省佳木斯市,佳木斯大学
118.203.144.0/21,118.203.128.0,118.203.151.255,辽宁省沈阳市,东北石油大学
118.203.128.0/20,118.203.128.0,118.203.151.255,辽宁省沈阳市,东北石油大学
120.94.128.0/18,120.94.128.0,120.94.191.255,重庆市,师范大学教育网
118.203.64.0/20,118.203.0.0,118.203.79.255,黑龙江省哈尔滨市,哈尔滨工业大学
118.203.0.0/18,118.203.0.0,118.203.79.255,黑龙江省哈尔滨市,哈尔滨工业大学
118.202.240.0/20,118.202.240.0,118.202.255.255,辽宁省大连市,大连医科大学中山学院
118.202.224.0/20,118.202.224.0,118.202.239.255,辽宁省大连市,东软信息科技学院
118.203.176.0/20,118.203.176.0,118.203.191.255,黑龙江省哈尔滨市,哈尔滨工程大学
118.202.192.0/20,118.202.192.0,118.202.207.255,辽宁省大连市,东北财经大学
118.202.160.0/20,118.202.160.0,118.202.175.255,辽宁省大连市,东北财经大学
118.202.144.0/20,118.202.144.0,118.202.159.255,辽宁省大连市,大连工业大学
118.202.128.0/20,118.202.128.0,118.202.143.255,辽宁省大连市,大连医科大学
118.202.120.0/21,118.202.120.0,118.202.127.255,辽宁省营口市,营口大学城
118.202.116.0/23,118.202.116.0,118.202.119.255,辽宁省沈阳市,沈阳建筑大学城乡建设学院
118.202.112.0/22,118.202.96.0,118.202.115.255,辽宁省沈阳市,沈阳工程大学
118.202.96.0/20,118.202.96.0,118.202.115.255,辽宁省沈阳市,沈阳工程大学
118.202.64.0/19,118.202.64.0,118.202.95.255,辽宁省沈阳市,辽宁大学
118.202.56.0/21,118.202.56.0,118.202.63.255,辽宁省营口市,营口大学
118.202.208.0/20,118.202.208.0,118.202.223.255,辽宁省大连市,辽宁师范大学
118.202.32.0/20,118.202.0.0,118.202.47.255,辽宁省沈阳市,东北大学
118.202.0.0/19,118.202.0.0,118.202.47.255,辽宁省沈阳市,东北大学
116.57.128.0/19,116.57.128.0,116.57.159.255,广东省广州市,广东金融学院
116.57.64.0/18,116.57.64.0,116.57.127.255,广东省广州市,华南理工大学教育网
116.57.48.0/20,116.57.48.0,116.57.63.255,广东省广州市,华南师范大学
116.57.0.0/20,116.57.0.0,116.57.15.255,广东省广州市,华南理工大学广州汽车学院教育网
116.56.166.0/23,116.56.166.0,116.56.167.255,广东省广州市,广播电视大学天河区分校
116.56.128.0/19,116.56.128.0,116.56.159.255,广东省广州市,华南理工大学(大学城校区)
116.56.96.0/19,116.56.96.0,116.56.105.255,广东省广州市,星海音乐学院
116.56.48.0/21,116.56.0.0,116.56.63.255,广东省佛山市,广东商学院三水校区
116.56.32.0/20,116.56.0.0,116.56.63.255,广东省佛山市,广东商学院三水校区
116.56.0.0/19,116.56.0.0,116.56.63.255,广东省佛山市,广东商学院三水校区
116.13.208.0/20,116.13.208.0,116.13.223.255,广西百色市,百色大学
116.13.192.0/20,116.13.192.0,116.13.207.255,广西钦州市,钦州学院
116.13.32.0/19,116.13.32.0,116.13.63.255,海南省海口市,海南医科大学
116.13.16.0/20,116.13.16.0,116.13.31.255,海南省五指山市,琼州大学
116.13.8.0/22,116.13.8.0,116.13.11.255,海南省三亚市,三亚旅游学院
116.13.0.0/21,116.13.0.0,116.13.7.255,海南省海口市,海口对外经贸学院
115.158.128.0/19,115.158.128.0,115.158.159.255,河南省郑州市,黄河科技大学
115.158.122.0/23,115.158.120.0,115.158.123.255,河南省郑州市,万方科技学院
115.158.112.0/21,115.158.112.0,115.158.119.255,河南省郑州市,布瑞达理工职业学院
115.158.92.0/22,115.158.64.0,115.158.95.255,河南省郑州市,郑州轻工业大学
115.158.90.0/23,115.158.64.0,115.158.95.255,河南省郑州市,郑州轻工业大学
115.158.88.0/23,115.158.64.0,115.158.95.255,河南省郑州市,郑州轻工业大学
115.158.86.0/23,115.158.64.0,115.158.95.255,河南省郑州市,郑州轻工业大学
115.158.84.0/23,115.158.64.0,115.158.95.255,河南省郑州市,郑州轻工业大学
115.158.82.0/23,115.158.64.0,115.158.95.255,河南省郑州市,郑州轻工业大学
115.158.80.0/23,115.158.64.0,115.158.95.255,河南省郑州市,郑州轻工业大学
115.158.74.0/23,115.158.64.0,115.158.95.255,河南省郑州市,郑州轻工业大学
115.158.72.0/23,115.158.64.0,115.158.95.255,河南省郑州市,郑州轻工业大学
115.158.64.0/21,115.158.64.0,115.158.95.255,河南省郑州市,郑州轻工业大学
115.158.48.0/20,115.158.0.0,115.158.63.255,河南省南阳市,南阳师范大学
115.158.96.0/20,115.158.96.0,115.158.111.255,河南省郑州市,河南工程大学
115.158.32.0/21,115.158.0.0,115.158.63.255,河南省南阳市,南阳师范大学
115.158.16.0/22,115.158.0.0,115.158.63.255,河南省南阳市,南阳师范大学
115.158.0.0/20,115.158.0.0,115.158.63.255,河南省南阳市,南阳师范大学
115.157.240.0/20,115.157.240.0,115.157.255.255,湖南省长沙市,湖南大学
115.157.192.0/19,115.157.192.0,115.157.223.255,湖南省长沙市,湖南大学
115.157.160.0/19,115.157.160.0,115.157.191.255,河南省郑州市,河南教育大学
115.157.144.0/21,115.157.128.0,115.157.151.255,河南省郑州市,河南商业大学
115.158.76.0/22,115.158.64.0,115.158.95.255,河南省郑州市,郑州轻工业大学
116.13.12.0/22,116.13.12.0,116.13.15.255,海南省海口市,海口科技学院
115.157.128.0/20,115.157.128.0,115.157.151.255,河南省郑州市,河南商业大学
115.157.64.0/19,115.157.64.0,115.157.95.255,湖北省武汉市,湖北大学
115.157.60.0/22,115.157.48.0,115.157.63.255,湖北省武汉市,湖北教育大学
115.157.48.0/20,115.157.48.0,115.157.63.255,湖北省武汉市,湖北教育大学
115.157.32.0/20,115.157.0.0,115.157.47.255,湖北省武汉市,武汉大学东湖学院
115.157.0.0/16,115.157.0.0,115.157.47.255,湖北省武汉市,武汉大学东湖学院
115.156.191.0/24,115.156.128.0,115.156.255.255,湖北省武汉市,华中科技大学东校区
115.156.140.0/24,115.156.128.0,115.156.255.255,湖北省武汉市,华中科技大学东校区
115.156.128.0/17,115.156.128.0,115.156.255.255,湖北省武汉市,华中科技大学东校区
115.156.96.0/19,115.156.64.0,115.156.127.255,湖北省武汉市,武汉大学
115.156.64.0/19,115.156.64.0,115.156.127.255,湖北省武汉市,武汉大学
115.156.32.0/20,115.156.32.0,115.156.47.255,湖北省武汉市,湖北工业美术大学
115.156.16.0/20,115.156.16.0,115.156.31.255,湖北省武汉市,华中科技大学武昌分校
115.156.8.0/21,115.156.0.0,115.156.15.255,湖北省武汉市,湖北经济大学
115.156.0.0/21,115.156.0.0,115.156.15.255,湖北省武汉市,湖北经济大学
115.155.240.0/20,115.155.240.0,115.155.255.255,新疆石河子市,石河子大学
115.155.224.0/20,115.155.224.0,115.155.239.255,新疆乌鲁木齐市,新疆师范大学
115.155.208.0/21,115.155.192.0,115.155.215.255,新疆伊犁市,伊犁师范学院
115.155.160.0/22,115.155.160.0,115.155.163.255,甘肃省平凉市,平凉医学院
115.155.128.0/19,115.155.128.0,115.155.159.255,甘肃省兰州市,西北民族大学
115.155.64.0/18,115.155.64.0,115.155.127.255,甘肃省兰州市,兰州大学
115.155.32.0/19,115.155.0.0,115.155.63.255,陕西省西安市,西电大学
115.155.0.0/19,115.155.0.0,115.155.63.255,陕西省西安市,西电大学
115.154.0.0/16,115.154.0.0,115.154.15.255,陕西省西安市,西安交通大学
115.27.254.0/24,115.27.72.0,115.27.255.255,北京市,北京大学(燕园主校区)
115.27.128.0/17,115.27.72.0,115.27.255.255,北京市,北京大学(燕园主校区)
115.27.0.0/17,115.27.0.0,115.27.70.255,北京市,北京大学(燕园主校区)
115.155.192.0/20,115.155.192.0,115.155.215.255,新疆伊犁市,伊犁师范学院
115.158.40.0/21,115.158.0.0,115.158.63.255,河南省南阳市,南阳师范大学
115.25.192.0/20,115.25.192.0,115.25.207.255,北京市,华北电力大学
115.25.96.0/19,115.25.96.0,115.25.127.255,北京市,华北电力大学
115.25.64.0/21,115.25.64.0,115.25.79.255,北京市,中国地质大学(北京)
115.25.0.0/18,115.25.0.0,115.25.63.255,北京市,北京科技大学
115.24.240.0/20,115.24.240.0,115.24.255.255,天津市,天津大学
115.24.224.0/20,115.24.192.0,115.24.239.255,天津市,中国民航大学
115.24.192.0/19,115.24.192.0,115.24.239.255,天津市,中国民航大学
115.24.176.0/20,115.24.176.0,115.24.191.255,天津市,天津师范大学
115.25.240.0/20,115.25.240.0,115.25.255.255,北京市,北京工商大学
115.24.144.0/20,115.24.136.0,115.24.159.255,天津市,天津医科大学
115.24.96.0/19,115.24.96.0,115.24.127.255,内蒙古呼和浩特市,内蒙古师范大学
115.24.64.0/19,115.24.64.0,115.24.95.255,内蒙古包头市,内蒙古科技大学
115.24.32.0/21,115.24.32.0,115.24.39.255,山西省临汾市,山西师范大学
115.24.28.0/22,115.24.28.0,115.24.31.255,山西省运城市,职业技术学院
115.24.16.0/21,115.24.16.0,115.24.23.255,山西省太原市,太原理工大学
115.25.72.0/21,115.25.64.0,115.25.79.255,北京市,中国地质大学(北京)
114.214.224.0/19,114.214.160.0,114.214.255.255,安徽省合肥市,中国科学技术大学
114.214.216.0/21,114.214.160.0,114.214.255.255,安徽省合肥市,中国科学技术大学
114.214.208.0/21,114.214.160.0,114.214.255.255,安徽省合肥市,中国科学技术大学
114.214.200.0/21,114.214.160.0,114.214.255.255,安徽省合肥市,中国科学技术大学
114.214.192.0/21,114.214.160.0,114.214.255.255,安徽省合肥市,中国科学技术大学
114.214.160.0/19,114.214.160.0,114.214.255.255,安徽省合肥市,中国科学技术大学
114.214.144.0/20,114.214.144.0,114.214.159.255,安徽省蚌埠市,安徽财经大学
114.214.128.0/20,114.214.128.0,114.214.143.255,安徽省合肥市,安徽医科大学
114.214.124.0/22,114.214.124.0,114.214.127.255,山东省莱芜市,莱芜职业技术学院
114.214.96.0/20,114.214.96.0,114.214.111.255,山东省德州市,德州学院
114.214.88.0/21,114.214.88.0,114.214.95.255,山东省泰安市泰山区,泰山学院
114.214.80.0/21,114.214.80.0,114.214.87.255,江苏省淮安市,江苏财经职业技术学院
114.214.64.0/20,114.214.64.0,114.214.79.255,山东省济南市,山东政法学院
115.24.0.0/20,115.24.0.0,115.24.15.255,山西省太原市,山西大学
114.214.24.0/21,114.214.24.0,114.214.31.255,山东省烟台市,烟台工程职业技术学院
114.214.16.0/21,114.214.16.0,114.214.23.255,山东省烟台市,鲁东大学
114.214.0.0/20,114.214.0.0,114.214.15.255,山东省济南市,山东财政学院
114.213.192.0/18,114.213.192.0,114.213.255.255,安徽省合肥市,合肥工业大学
114.213.178.0/24,114.213.176.0,114.213.191.255,安徽省池州市,池州学院
114.213.176.0/23,114.213.176.0,114.213.191.255,安徽省池州市,池州学院
114.213.172.0/23,114.213.168.0,114.213.175.255,安徽省芜湖市,安徽商业职业技术学院
114.213.168.0/22,114.213.168.0,114.213.175.255,安徽省芜湖市,安徽商业职业技术学院
114.213.160.0/21,114.213.160.0,114.213.167.255,安徽省芜湖市,安徽工程大学
114.213.144.0/20,114.213.144.0,114.213.159.255,安徽省合肥市,安徽农业大学
114.213.64.0/18,114.213.64.0,114.213.127.255,江苏省南通市,南通大学
114.213.48.0/21,114.213.48.0,114.213.55.255,江苏省南京市,南京晓庄学院
114.213.0.0/19,114.213.0.0,114.213.31.255,江苏省徐州市,中国矿业大学
114.214.32.0/19,114.214.32.0,114.214.63.255,山东省威海市,山东大学威海分校
114.212.128.0/17,114.212.0.0,114.212.255.255,江苏省南京市,南京大学
114.212.0.0/17,114.212.0.0,114.212.255.255,江苏省南京市,南京大学
113.55.240.0/20,113.55.240.0,113.55.255.255,云南省楚雄州,楚雄师范学院
113.55.224.0/20,113.55.192.0,113.55.239.255,云南省昆明市,云南艺术学院
113.55.192.0/19,113.55.192.0,113.55.239.255,云南省昆明市,云南艺术学院
113.55.128.0/18,113.55.128.0,113.55.191.255,云南省昆明市,云南师范大学
113.55.17.0/24,113.55.0.0,113.55.127.255,云南省昆明市,云南大学
113.55.0.0/16,113.55.0.0,113.55.127.255,云南省昆明市,云南大学
113.54.128.0/17,113.54.128.0,113.54.255.255,四川省成都市,电子科技大学清水河校区
113.54.32.0/19,113.54.32.0,113.54.63.255,云南省昆明市,云南民族大学
113.54.0.0/20,113.54.0.0,113.54.15.255,四川省雅安市,四川农业大学
111.187.192.0/22,111.187.192.0,111.187.199.255,福建省厦门市,华侨大学厦门工学院
111.187.128.0/18,111.187.128.0,111.187.191.255,福建省漳州市,闽南师范大学
111.187.0.0/17,111.187.0.0,111.187.127.255,上海市,同济大学
111.186.192.0/18,111.186.192.0,111.186.255.255,福建省福州市,福建医科大学
111.186.0.0/18,111.186.0.0,111.186.63.255,上海市,上海交通大学
113.54.16.0/20,113.54.16.0,113.54.31.255,四川省南充市,西南交通大学希望学院
111.117.176.0/20,111.117.176.0,111.117.191.255,辽宁省沈阳市,沈阳化工大学
111.117.128.0/19,111.117.128.0,111.117.159.255,辽宁省沈阳市,沈阳建筑大学
111.117.96.0/20,111.117.96.0,111.117.127.255,辽宁省大连市,大连理工大学
111.117.80.0/20,111.117.80.0,111.117.95.255,辽宁省大连市,辽宁师范大学
111.117.64.0/20,111.117.64.0,111.117.79.255,辽宁省大连市,大连医科大学中山学院
111.117.32.0/20,111.117.24.0,111.117.47.255,黑龙江省哈尔滨市,哈尔滨商业大学
111.116.128.0/17,111.116.128.0,111.116.255.255,吉林省长春市,长春科技大学
111.116.124.0/22,111.116.112.0,111.116.127.255,吉林省长春市,吉林工商学院
111.116.120.0/22,111.116.112.0,111.116.127.255,吉林省长春市,吉林工商学院
111.116.112.0/21,111.116.112.0,111.116.127.255,吉林省长春市,吉林工商学院
111.117.112.0/20,111.117.96.0,111.117.127.255,辽宁省大连市,大连理工大学
111.116.96.0/20,111.116.96.0,111.116.111.255,吉林省长春市,吉林农业大学
111.116.64.0/19,111.116.64.0,111.116.95.255,吉林省长春市,东北师范大学人文学院
111.116.0.0/18,111.116.0.0,111.116.63.255,吉林省长春市,长春工业大学
111.115.208.0/20,111.115.208.0,111.115.223.255,青海省西宁市,青海民族大学
111.115.192.0/20,111.115.192.0,111.115.207.255,青海省西宁市,青海大学
111.115.160.0/20,111.115.160.0,111.115.175.255,甘肃省兰州市,甘肃联合大学
111.117.48.0/20,111.117.48.0,111.117.63.255,黑龙江省哈尔滨市,哈尔滨工程大学
111.115.144.0/20,111.115.144.0,111.115.159.255,甘肃省天水市,天水师范大学
111.115.128.0/20,111.115.128.0,111.115.143.255,甘肃省兰州市,兰州城市大学
111.115.112.0/21,111.115.96.0,111.115.119.255,新疆乌鲁木齐市,新疆师范大学
111.115.96.0/20,111.115.96.0,111.115.119.255,新疆乌鲁木齐市,新疆师范大学
111.115.64.0/20,111.115.64.0,111.115.79.255,新疆乌鲁木齐市,新疆大学
111.115.0.0/18,111.115.0.0,111.115.63.255,甘肃省兰州市,西北师范大学
111.114.160.0/19,111.114.112.0,111.114.191.255,陕西省西安市,西北大学
111.114.128.0/19,111.114.112.0,111.114.191.255,陕西省西安市,西北大学
111.114.112.0/20,111.114.112.0,111.114.191.255,陕西省西安市,西北大学
111.114.96.0/20,111.114.96.0,111.114.111.255,陕西省西安市,西安体育大学
111.114.80.0/20,111.114.72.0,111.114.95.255,陕西省咸阳市,西藏民族大学
111.114.64.0/22,111.114.64.0,111.114.67.255,陕西省西安市,陕西职业警察学院
110.65.96.0/20,110.65.96.0,110.65.111.255,广东省广州市,广东技术师范大学
110.65.80.0/20,110.65.80.0,110.65.95.255,广东省广州市,华南师范大学
110.65.71.0/24,110.65.64.0,110.65.71.255,广东省广州市,广东农业工业大学
110.65.64.0/21,110.65.64.0,110.65.71.255,广东省广州市,广东农业工业大学
110.65.0.0/18,110.65.0.0,110.65.63.255,广东省广州市,广州大学城华南理工大学
110.64.216.0/21,110.64.208.0,110.64.223.255,广东省广州市,广东农工商职业技术学院
110.64.212.0/22,110.64.208.0,110.64.223.255,广东省广州市,广东农工商职业技术学院
110.64.208.0/22,110.64.208.0,110.64.223.255,广东省广州市,广东农工商职业技术学院
110.64.204.0/23,110.64.204.0,110.64.205.255,广东省东莞市,南博职业技术学院
110.64.200.0/22,110.64.200.0,110.64.203.255,广东省广州市,广州大学华软软件学院
110.64.176.0/20,110.64.176.0,110.64.199.255,广东省东莞市,东莞理工学院
110.64.160.0/20,110.64.160.0,110.64.175.255,广东省广州市,华南师范大学
110.64.151.0/24,110.64.151.0,110.64.151.255,广东省广州市,广州科技贸易职业学院
110.64.148.0/23,110.64.148.0,110.64.149.255,广东省珠海市,珠海城市职业技术学院
110.64.128.0/20,110.64.128.0,110.64.143.255,广东省广州市,广东农工商职业技术学院
110.64.96.0/19,110.64.96.0,110.64.127.255,广东省广州市,广东交通职业技术学院
110.64.64.0/19,110.64.64.0,110.64.95.255,广东省广州市,华南理工大学(大学城校区)
110.64.60.0/22,110.64.48.0,110.64.63.255,广东省广州市,南华工商学院
110.64.56.0/22,110.64.48.0,110.64.63.255,广东省广州市,南华工商学院
110.64.48.0/21,110.64.48.0,110.64.63.255,广东省广州市,南华工商学院
110.64.32.0/21,110.64.32.0,110.64.47.255,广东省广州市,广东女子职业技术学院
110.64.24.0/24,110.64.24.0,110.64.27.255,广东省江门市,职业技术学院
110.64.16.0/21,110.64.0.0,110.64.23.255,广东省广州市,广东食品药品职业学院
110.64.0.0/20,110.64.0.0,110.64.23.255,广东省广州市,广东食品药品职业学院
101.76.224.0/19,101.76.192.0,101.76.255.255,山东省济南市,山东大学
101.76.208.0/20,101.76.192.0,101.76.255.255,山东省济南市,山东大学
101.76.200.0/21,101.76.192.0,101.76.255.255,山东省济南市,山东大学
101.76.196.0/22,101.76.192.0,101.76.255.255,山东省济南市,山东大学
101.76.194.0/23,101.76.192.0,101.76.255.255,山东省济南市,山东大学
101.76.160.0/19,101.76.144.0,101.76.191.255,安徽省合肥市,安徽大学
101.76.144.0/20,101.76.144.0,101.76.191.255,安徽省合肥市,安徽大学
101.76.96.0/20,101.76.96.0,101.76.111.255,江苏省南京市,南京医科大学
101.76.48.0/20,101.76.48.0,101.76.63.255,江苏省无锡市,无锡城市职业技术大学
101.76.40.0/21,101.76.40.0,101.76.47.255,江苏省无锡市,无锡职业技术大学
101.76.16.0/20,101.76.16.0,101.76.31.255,江苏省徐州市,中国矿业大学
101.76.0.0/20,101.76.0.0,101.76.15.255,江苏省宿迁市,宿迁大学
101.76.192.0/23,101.76.192.0,101.76.255.255,山东省济南市,山东大学
110.64.192.0/21,110.64.176.0,110.64.199.255,广东省东莞市,东莞理工学院
101.76.64.0/19,101.76.64.0,101.76.95.255,江苏省南京市,南京工程大学
101.6.128.0/17,101.6.6.7,101.6.255.255,北京市,清华大学教育网
101.6.6.0/24,101.4.128.0,101.6.6.5,北京市,清华大学教育网
101.6.0.0/17,101.4.128.0,101.6.6.5,北京市,清华大学教育网
101.5.128.0/17,101.4.128.0,101.6.6.5,北京市,清华大学教育网
101.5.0.0/17,101.4.128.0,101.6.6.5,北京市,清华大学教育网
101.4.156.0/24,101.4.128.0,101.6.6.5,北京市,清华大学教育网
101.4.140.0/24,101.4.128.0,101.6.6.5,北京市,清华大学教育网
101.4.128.0/24,101.4.128.0,101.6.6.5,北京市,清华大学教育网
101.4.48.0/21,101.4.32.0,101.4.55.255,北京市,北京体育大学
101.4.32.0/20,101.4.32.0,101.4.55.255,北京市,北京体育大学
101.4.0.0/20,101.4.0.0,101.4.15.255,北京市,中央广播电视大学
101.4.192.0/18,101.4.128.0,101.6.6.5,北京市,清华大学教育网
59.78.200.0/22,59.78.200.0,59.78.203.255,上海市,上海海事职业技术学院教育网
59.78.192.0/21,59.78.176.0,59.78.199.255,上海市,华东师范大学教育网
59.78.176.0/20,59.78.176.0,59.78.199.255,上海市,华东师范大学教育网
59.78.171.0/24,59.78.171.0,59.78.171.255,上海市,上海科技大学教育网
59.78.160.0/21,59.78.160.0,59.78.167.255,上海市,上海对外贸易学院教育网
59.78.118.0/24,59.78.112.0,59.78.127.255,上海市,上海交通大学医学院教育网
59.78.112.0/20,59.78.112.0,59.78.127.255,上海市,上海交通大学医学院教育网
59.78.96.0/20,59.78.88.0,59.78.111.255,上海市,华东理工大学教育网
59.78.88.0/21,59.78.88.0,59.78.111.255,上海市,华东理工大学教育网
59.78.87.0/24,59.78.87.0,59.78.87.255,上海市,上海师范大学教育网
59.78.84.0/23,59.78.84.0,59.78.85.255,上海市,上海农业职业技术学院教育网
59.78.82.0/23,59.78.82.0,59.78.83.255,上海市,复旦大学视觉艺术学院教育网
59.78.64.0/20,59.78.64.0,59.78.79.255,上海市,上外贤达经济人文学院教育网
59.78.0.0/18,59.78.0.0,59.78.63.255,上海市,上海交通大学教育网
59.77.224.0/19,59.77.224.0,59.77.255.255,福建省福州市,福州大学教育网
59.77.192.0/19,59.77.192.0,59.77.223.255,福建省福州市,福建师范大学教育网
59.77.176.0/20,59.77.176.0,59.77.191.255,福建省莆田市,莆田学院教育网
59.77.160.0/22,59.77.160.0,59.77.163.255,福建省福州市,福建金融职业技术学院教育网
59.77.136.0/21,59.77.136.0,59.77.143.255,福建省福州市,福建工程学院教育网
59.77.112.0/22,59.77.112.0,59.77.115.255,福建省厦门市,厦门医学院教育网
59.77.108.0/22,59.77.108.0,59.77.111.255,福建省漳州市,天福茶职业技术学院教育网
59.77.98.0/24,59.77.98.0,59.77.99.255,福建省厦门市,厦门演艺学院教育网
59.77.96.0/24,59.77.96.0,59.77.96.255,福建省厦门市,厦门城市职业学院教育网
59.77.80.0/20,59.77.80.0,59.77.95.255,福建省漳州市,漳州师范学院教育网
59.77.64.0/20,59.77.64.0,59.77.79.255,福建省龙岩市,龙岩学院教育网
59.77.0.0/18,59.77.0.0,59.77.63.255,福建省漳州市,厦门大学漳州校区教育网
59.76.224.0/20,59.76.216.0,59.76.255.255,宁夏银川市,宁夏医科大学
59.76.208.0/21,59.76.208.0,59.76.215.255,宁夏银川市,宁夏建设职业技术学院
59.76.200.0/21,59.76.192.0,59.76.207.255,宁夏银川市,银川大学
59.76.192.0/21,59.76.192.0,59.76.207.255,宁夏银川市,银川大学
59.77.128.0/21,59.77.128.0,59.77.135.255,福建省福州市,福州大学教育网
59.76.188.0/22,59.76.188.0,59.76.191.255,宁夏银川市,宁夏经贸职业技术学院
59.76.187.0/24,59.76.186.0,59.76.187.255,宁夏石嘴山市,宁夏理工学院
59.76.144.0/20,59.76.144.0,59.76.159.255,甘肃省兰州市,兰州石化职业技术学院
59.76.128.0/20,59.76.128.0,59.76.143.255,甘肃省兰州市,兰州资源环境职业技术学院
59.76.112.0/20,59.76.112.0,59.76.127.255,甘肃省天水市,甘肃林业职业技术学院
59.76.96.0/21,59.76.96.0,59.76.103.255,甘肃省兰州市,兰州教育学院
59.76.68.0/22,59.76.68.0,59.76.71.255,甘肃省兰州市,兰州交通大学博文学院
59.76.67.0/24,59.76.64.0,59.76.67.255,甘肃省兰州市,甘肃联合大学
59.76.66.0/24,59.76.64.0,59.76.67.255,甘肃省兰州市,甘肃联合大学
59.76.65.0/24,59.76.64.0,59.76.67.255,甘肃省兰州市,甘肃联合大学
59.76.64.0/22,59.76.64.0,59.76.67.255,甘肃省兰州市,甘肃联合大学
59.76.48.0/20,59.76.48.0,59.76.63.255,甘肃省庆阳市,陇东学院
59.76.44.0/22,59.76.44.0,59.76.47.255,甘肃省兰州市,兰州外语职业学院
59.76.41.0/24,59.76.41.0,59.76.41.255,甘肃省酒泉市,酒泉职业技术学院
59.76.40.0/24,59.76.40.0,59.76.40.255,甘肃省武威市,武威职业学院
59.76.80.0/21,59.76.80.0,59.76.87.255,甘肃省兰州市,兰州职业技术学院
59.75.240.0/21,59.75.240.0,59.75.241.255,新疆乌鲁木齐市,新疆师范大学附属中学
59.75.224.0/20,59.75.224.0,59.75.239.255,新疆乌鲁木齐市,新疆师范大学
59.75.208.0/23,59.75.208.0,59.75.209.255,青海省西宁市,青海警官职业学院
59.75.192.0/21,59.75.192.0,59.75.199.255,青海省西宁市,青海卫生职业技术学院
59.75.183.0/24,59.75.177.0,59.75.183.255,新疆乌鲁木齐市,新疆职业大学
59.75.182.0/24,59.75.177.0,59.75.183.255,新疆乌鲁木齐市,新疆职业大学
59.75.176.0/24,59.75.176.0,59.75.176.255,新疆乌鲁木齐市,新疆职业大学(蒙师校区)
59.75.160.0/20,59.75.160.0,59.75.175.255,新疆石河子市,石河子工学院
59.75.149.0/24,59.75.144.0,59.75.159.255,新疆石河子市,石河子职业技术学院
59.75.145.0/24,59.75.144.0,59.75.159.255,新疆石河子市,石河子职业技术学院
59.75.144.0/24,59.75.144.0,59.75.159.255,新疆石河子市,石河子职业技术学院
59.75.140.0/24,59.75.140.0,59.75.140.255,新疆乌鲁木齐市,新疆职业大学
59.75.128.0/21,59.75.128.0,59.75.135.255,新疆乌鲁木齐市,新疆大学
59.75.120.0/21,59.75.120.0,59.75.127.255,陕西省西安市,西安文理学院
59.78.128.0/19,59.78.128.0,59.78.159.255,上海市,上海师范大学教育网
59.75.104.0/21,59.75.104.0,59.75.111.255,陕西省咸阳市,陕西国际商贸职业学院
59.75.96.0/21,59.75.96.0,59.75.103.255,陕西省榆林市,榆林学院
59.75.80.0/20,59.75.80.0,59.75.95.255,陕西省咸阳市,西藏民族学院
59.75.64.0/22,59.75.64.0,59.75.67.255,陕西省西安市,陕西职业技术学院
59.75.68.0/22,59.75.68.0,59.75.71.255,陕西省咸阳市,陕西财经职业技术学院
59.75.60.0/22,59.75.60.0,59.75.63.255,陕西省咸阳市,陕西服装艺术职业学院
59.75.52.0/23,59.75.52.0,59.75.53.255,陕西省渭南市,渭南职业技术学院
59.75.32.0/20,59.75.32.0,59.75.47.255,陕西省西安市,西京学院
59.75.16.0/20,59.75.16.0,59.75.31.255,陕西省商洛市,商洛学院
59.75.8.0/21,59.75.8.0,59.75.15.255,陕西省西安市,西安翻译学院
59.75.1.0/24,59.75.1.0,59.75.1.255,陕西省宝鸡市,宝鸡职业技术学院
59.75.112.0/21,59.75.112.0,59.75.119.255,陕西省西安市,西安医学院
59.74.128.0/20,59.74.128.0,59.74.143.255,陕西省西安市长安区,大学
59.74.112.0/20,59.74.112.0,59.74.127.255,陕西省西安市,西安外事学院
59.74.64.0/19,59.74.64.0,59.74.95.255,陕西省西安市,西安外国语大学
59.74.61.0/24,59.74.48.0,59.74.63.255,陕西省安康市,安康学院
59.74.48.0/20,59.74.48.0,59.74.63.255,陕西省安康市,安康学院
59.74.43.0/24,59.74.43.0,59.74.43.255,陕西省西安市,西安交通大学城市学院
59.75.2.0/23,59.75.2.0,59.75.3.255,陕西省西安市,陕西交通职业技术学院
59.74.40.0/23,59.74.40.0,59.74.41.255,陕西省西安市,陕西警官职业学院
59.74.39.0/24,59.74.39.0,59.74.39.255,陕西省西安市,空军工程大学
59.74.36.0/23,59.74.36.0,59.74.37.255,陕西省西安市,西安汽车科技职业学院
59.74.32.0/24,59.74.32.0,59.74.32.255,陕西省西安市,西安欧亚学院
